name,primary_url,scanner,desc,package_id,application_id,last_updated,has_downloads,confidence,usefulness,status,evidence_strength,release_url,release_tag,artifact_quality,fork_parent,fork_ahead_by,fork_behind_by,fork_meaningfully_ahead,apk_assets,aab_assets,universal_apk_assets,split_apk_assets,checksum_assets,evidence
Better Internet Tiles,https://casperverswijvelt.be,fdroid,"NOTE: This app requires shell access, which can be granted using either Shizuku or root. This application aims to create a unified internet quick-settings tile, which is actually useful (I'm looking at you, Android 12). Next to this, separate Wi-Fi and mobile data tiles are also available if you just want to go back to the behaviour of Android 11 or lower. Tapping the new unified internet tile will simply toggle between Wi-Fi and mobile data, which is exactly what I want it to do most of the time. This reduces the amount of taps needed from 3 (tap tile, disable wifi, enable data) to just 1 quick tap. In situations where you still want more control, long pressing the tile will redirect you to the relevant settings page.",be.casperverswijvelt.unifiedinternetqs,,2022-09-29T00:00:00+00:00,True,high,medium,new,weak,https://casperverswijvelt.be,,unknown,,0,0,False,,,,,,"Better Internet Tiles Bring back Wi-Fi and mobile data tiles on Android 12 or higher NOTE: This app requires shell access, which can be granted using either Shizuku or root.

This application aims to create a unified internet quick-settings tile, which is actually useful (I'm looking at you, Android"
Better Network Tiles,https://github.com/D3SOX/Better-Network-Tiles-Libre,fdroid,"<p>NOTE: This app requires shell access, which can be granted using either Shizuku or root.</p><p>This application aims to improve various network related quick-settings tiles.</p><p>It adds an alternative unified internet tile. Next to this, separate Wi-Fi and mobile data tiles are also available if you just want to go back to the behavior of Android 11 or lower.</p><p>And just in case your ROM doesn't support it there are tiles for NFC, Airplane mode and Bluetooth too.</p><p>Tapping the new alternative internet tile will simply toggle between Wi-Fi and mobile data. This reduces the amount of taps needed from 3 (tap tile, disable Wi-Fi, enable data) to just 1 quick tap. In situations where you still want more control, long pressing the tile will redirect you to the relevant settings page.</p><p>This has been tested and confirmed working on Pixel devices running Android 12, 13 and 14, but other devices will probably work too.</p>",me.d3sox.betternetworktiles.libre,,2024-03-19T00:00:00+00:00,True,high,medium,new,weak,https://github.com/D3SOX/Better-Network-Tiles-Libre,,unknown,,0,0,False,,,,,,"Better Network Tiles Bring back Wi-Fi, mobile data and add even more useful tiles on Android 12+ <p>NOTE: This app requires shell access, which can be granted using either Shizuku or root.</p><p>This application aims to improve various network related quick-settings tiles.</p><p>It adds an alternati"
Better-Internet-Tiles,https://github.com/CasperVerswijvelt/Better-Internet-Tiles,github_meta,Bring back Wi-Fi and mobile data tiles on Android 12 or higher + a better unified internet tile,,,2026-04-30T09:24:25+00:00,True,medium,high,new,medium,https://github.com/CasperVerswijvelt/Better-Internet-Tiles/releases/tag/v3.1.2,v3.1.2,installable,,0,0,False,app-release-github.apk,,,,,"""uses shizuku"" in:readme :: CasperVerswijvelt/Better-Internet-Tiles"
BHub,https://github.com/B1ays/BHub,github_code,"Download, Install and Share mods easily",,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuBinderWrapper"" language:Kotlin :: core/package-manager/shizuku/src/main/kotlin/ru/blays/hub/core/packageManager/shizuku/utils/ShizukuUtils.kt"
blocker,https://github.com/lihenggui/blocker,github_code,Utilize an integrated firewall to manage application components.,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuBinderWrapper"" language:Kotlin :: core/component-controller/src/main/kotlin/com/merxury/blocker/core/controllers/shizuku/ShizukuController.kt"
Blockify-,https://github.com/karthikvarunjm-boop/Blockify-,github_meta,hello,,,2026-04-27T12:33:54+00:00,False,medium,medium,new,medium,,,unknown,,0,0,False,,,,,,"""powered by shizuku"" in:readme :: karthikvarunjm-boop/Blockify-"
botdrop-android,https://github.com/zhixianio/botdrop-android,github_code,"Run AI agents on your Android phone — no terminal, no CLI, just a guided setup.",,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" language:Java :: api/demo/src/main/java/rikka/shizuku/demo/DemoApplication.java"
Bridge,https://github.com/aviraxp/Bridge,github_code,A simple Android app that save shared file to internal storage or re-share to apps do not support content uri.,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""moe.shizuku"" language:Java :: app/src/main/java/moe/shizuku/bridge/BridgeApplication.java"
Canta,https://github.com/samolego/Canta,fdroid,"<p>Canta allows you to uninstall <b>any(*)</b> app from your device, even if you don't have root access.</p><p>You'll need to install Shizuku (https://shizuku.rikka.app/download/) and activate it (https://shizuku.rikka.app/guide/setup/) before using Canta.</p><p>Uses <a href=""https://github.com/Universal-Debloater-Alliance/universal-android-debloater-next-generation"" target=""_blank"" rel=""noindex nofollow noopener"">universal debloat list</a> for badges. Please read the guide on how <a href=""https://github.com/Universal-Debloater-Alliance/universal-android-debloater-next-generation/wiki/FAQ#how-are-the-recommendations-chosen"" target=""_blank"" rel=""noindex nofollow noopener"">recommendations are chosen</a>.</p><p><b>Features</b></p><ul><li>No device bricking - though if you remove an important app and get stuck in bootloop after rebooting, you will still need to perform a factory reset</li><li>No root required</li></ul>",io.github.samolego.canta,,2025-10-07T00:00:00+00:00,True,high,medium,new,weak,https://github.com/samolego/Canta,,unknown,,0,0,False,,,,,,"Canta Canta Debloater lets you uninstall any(*) app without root (updated version). Canta allows you to uninstall <b>any(*)</b> app
from your device, even if you don't have root access.

You'll need to install Shizuku (https://shizuku.rikka.app/download/)
and activate it (https://shizuku.rikka.app/g"
Canta,https://github.com/samolego/Canta,github_meta,"Uninstall any Android app without root (with power of Shizuku). Debloat your device as you wish, no PC required.",,,2026-04-30T10:06:16+00:00,True,medium,high,new,medium,https://github.com/samolego/Canta/releases/tag/v3.2.2,v3.2.2,installable,,0,0,False,app-release.apk,,,,SHA256SUMS.txt,"""powered by shizuku"" in:readme :: samolego/Canta"
Canta-mirror,https://github.com/sad25kag/Canta-mirror,github_meta,,,,2026-03-27T03:35:53+00:00,True,medium,high,new,medium,https://github.com/sad25kag/Canta-mirror/releases/tag/v3.2.2,v3.2.2,installable,,0,0,False,app-release.apk,,,,SHA256SUMS.txt,"""powered by shizuku"" in:readme :: sad25kag/Canta-mirror"
CaptureSecureScreen,https://github.com/jimmychanii/CaptureSecureScreen,github_code,"A android tools to capture screen, includes secure flag activity",,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuProvider"" language:Java :: app/src/main/java/com/xgs/cap/MainActivity.java"
carrier-ims-for-pixel,https://github.com/ryfineZ/carrier-ims-for-pixel,github_code,Carrier IMS for Pixel (TurboIMS): multilingual (中文/English) pixel ims / ims / carrierconfig / volte / vowifi / 5G+ toolkit for Google Pixel.,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuProvider"" language:Kotlin :: app/src/main/java/io/github/vvb2060/ims/viewmodel/MainViewModel.kt"
carriervanityname,https://github.com/IQUXAe/carriervanityname,github_code,Fork carrier vanity name,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" language:Kotlin :: app/src/main/java/org/iquxae/carriername/CarrierSwitcher.kt"
CarrierVanityName,https://github.com/nullbytepl/CarrierVanityName,github_meta,,,,2026-04-30T05:11:08+00:00,True,medium,high,new,medium,https://github.com/nullbytepl/CarrierVanityName/releases/tag/1.1,1.1,installable,,0,0,False,app-release.apk,,,,,"""uses shizuku"" in:readme :: nullbytepl/CarrierVanityName"
CatShare,https://github.com/kmod-midori/CatShare,fdroid,Features: - Bluetooth discovery - Receive file - Send file (Shizuku required),moe.reimu.catshare,,2025-01-26T00:00:00+00:00,True,high,medium,new,weak,https://github.com/kmod-midori/CatShare,,unknown,,0,0,False,,,,,,"CatShare App for Mutual Transmission Alliance Features:

- Bluetooth discovery
- Receive file
- Send file (Shizuku required) https://github.com/kmod-midori/CatShare"
CBJQ_HugFenny,https://github.com/LiuJiewenTT/CBJQ_HugFenny,github_code,,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuProvider"" language:Java :: app/src/main/java/io/github/liujiewentt/hugfenny/Common.java"
CellReader,https://github.com/zacharee/CellReader,github_code,Playing around with reading cell stuff on Android,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" language:Kotlin :: app/src/main/java/dev/zwander/cellreader/utils/PermissionUtils.kt"
Cirno,https://github.com/Freezer-Team/Cirno,github_code,New android tombstone module,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""moe.shizuku"" language:Java :: app/src/main/java/nep/timeline/cirno/CommonConstants.java"
cmd-android,https://github.com/niki914/cmd-android,github_meta,基于 Kotlin 协程的 Android Shell 命令执行框架，支持 User、Shizuku 和 Root 三种权限的命令行调用，提供统一易用的挂起式 API,,,2026-04-22T02:41:39+00:00,False,high,medium,new,medium,https://github.com/niki914/cmd-android/releases/tag/0.8.2,0.8.2,none,,0,0,False,,,,,,"""rikka.shizuku"" in:readme :: niki914/cmd-android"
CodeOnTheGo,https://github.com/appdevforall/CodeOnTheGo,github_code,"Code on the Go is an IDE that lets you build Android apps on Android phones, without a laptop computer and without Internet access. Code on the Go is a project of App Dev for All.",,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""moe.shizuku"" language:Java :: subprojects/shizuku-manager/src/main/java/moe/shizuku/manager/Manifest.java"
ColorBlendr,https://github.com/Mahmud0808/ColorBlendr,fdroid,"<p><b style=""color: dodgerblue;"">ColorBlendr</b> is an application to modify Material You colors of your device. Elevate your creativity with effortless material customization. Instantly tweak colors for a personalized touch in just a few taps.</p><p><b>Features:</b></p><ul><li>Accent saturation changer</li><li>Background saturation changer</li><li>Background lightness changer</li><li>Pitch black theme in dark mode</li><li>Manual color overriding</li><li>and many more...</li></ul><p><b>Requirements:</b></p><ul><li>Android 12+ device</li><li>Working Root or Shizuku environment</li></ul><p><b>Instructions:</b></p><ul><li>Install and open the app</li><li>Allow permissions for the app</li><li>Select root or shizuku mode</li><li>That's it. Now you are good to go!</li></ul><p><b>Translation:</b></p><p>Assist in translating ColorBlendr into your preferred language through <a href=""https://crowdin.com/project/ColorBlendr"" target=""_blank"" rel=""noindex nofollow noopener"">our Crowdin platform</a>. Your contribution will help make ColorBlendr accessible to a wider audience.</p><p><b>Alarming permissions:</b></p><ul><li><u>QUERY_ALL_PACKAGES</u>: Required for individually theming 3rd party apps which has monet theming support but still does not follow system colors.</li><li><u>MANAGE_EXTERNAL_STORAGE</u>: Required for grabbing the current wallpaper and extract dominant colors from the wallpaper.</li></ul>",com.drdisagree.colorblendr,,2025-09-26T00:00:00+00:00,True,high,medium,new,weak,https://github.com/Mahmud0808/ColorBlendr,,unknown,,0,0,False,,,,,,"ColorBlendr Express yourself with colors <b style=""color: dodgerblue;"">ColorBlendr</b> is an application to modify Material You colors of your device.
Elevate your creativity with effortless material customization. Instantly tweak colors for a personalized touch in just a few taps.

<b>Features:</b>"
De1984,https://github.com/dorumrr/de1984,fdroid,"<p>De1984 is a powerful Firewall and Package Manager for Android devices with multiple backend support for maximum flexibility and performance.</p><p>The name <strong>De1984</strong> is inspired by George Orwell’s novel Nineteen Eighty-Four, reflecting the app’s philosophy of resisting surveillance and reclaiming digital privacy. It symbolizes a reversal of the dystopian control described in the book, empowering users to take back control over their devices and data.</p><p><b>FIREWALL FEATURES</b></p><ul><li>Multiple firewall capabilities: iptables (root/Shizuku), ConnectivityManager (Android 13+), and VPN fallback</li><li>Automatic firewall method selection based on device capabilities</li><li>Comprehensive iptables method for rooted devices provides kernel-level blocking with superior performance</li><li>ConnectivityManager for Android 13+ devices without root</li><li>VPN backend as fallback for maximum compatibility (no root required)</li><li>Block apps from accessing WiFi, Mobile Data, or Roaming independently</li><li>Global firewall policies: ""Block All by Default"" (allowlist) or ""Allow All by Default"" (blocklist)</li><li>Screen-off blocking to save battery and data</li><li>Real-time network state monitoring and automatic rule application</li></ul><p><b>PACKAGE MANAGEMENT (with Shizuku or root)</b></p><ul><li>Enable/disable system apps</li><li>Force stop running apps</li><li>Uninstall system and user apps</li><li>Works with Shizuku (no root required) or traditional root access</li><li>Filter packages by system/user apps, enabled/disabled state</li><li>Search functionality for quick package lookup</li></ul><p><b>PRIVACY FIRST</b></p><ul><li>Zero tracking or analytics</li><li>No telemetry</li><li>Local-only data storage</li><li>No proprietary libraries</li><li>No Google Play Services</li><li>100% open source (MIT License)</li><li>Buildable from source</li></ul><p><b>REQUIREMENTS</b></p><ul><li>Android 8.0 (API 26) or higher</li><li>For iptables firewall: Root access OR Shizuku in root mode</li><li>For ConnectivityManager firewall: Shizuku + Android 13+</li><li>For VPN firewall: VPN permission (no root required, works on all Android versions)</li><li>For package management: Shizuku or root access</li></ul><p><b>PERMISSIONS</b></p><ul><li>ACCESS_NETWORK_STATE: Monitor network connectivity for automatic rule application</li><li>BIND_VPN_SERVICE: Create local VPN for VPN-based firewall backend</li><li>QUERY_ALL_PACKAGES: View all installed apps</li><li>POST_NOTIFICATIONS: Show notifications for new app installations (optional)</li><li>RECEIVE_BOOT_COMPLETED: Auto-start firewall on device boot</li><li>Shizuku or root access: For iptables firewall and package management (optional)</li></ul><p><b>OPEN SOURCE</b></p><p>Source code: https://github.com/dorumrr/de1984<br>License: MIT<br>Issues: https://github.com/dorumrr/de1984/issues</p><p>Late nights for brighter days. Created by Doru Moraru</p>",io.github.dorumrr.de1984,,2025-12-10T00:00:00+00:00,True,high,medium,new,weak,https://github.com/dorumrr/de1984,,unknown,,0,0,False,,,,,,"De1984 Privacy-focused Firewall and Package Manager for Android devices De1984 is a powerful Firewall and Package Manager for Android devices with multiple backend support for maximum flexibility and performance.

The name **De1984** is inspired by George Orwell’s novel Nineteen Eighty-Four, reflect"
Delta,https://github.com/supershadoe/delta,fdroid,"<p>This app allows accessing advanced hotspot settings not exposed through the system settings app on devices that use Stock Android (Pixel, Moto, etc.) It provides various information and features such as:<br></p><ul><li>Usual info provided by settings app such as hotspot name, passphrase, security type, frequency bands, quick connect using QR, etc.</li><li>List of connected devices.</li><li>Modifying amount of devices that can connect.</li><li>Changing MAC randomization settings.</li><li>Setting auto turn-off timeout.</li><li>Blocklist to prevent certain devices from connecting.</li><li>Make hotspot's SSID hidden (device doesn't appear on WiFi scans)</li><li>Quick setting tile to easily turn hotspot on/off from notification shade.</li><li>Control hotspot using Tasker/other automation apps.</li></ul><p>It uses Shizuku to obtain hotspot related details and to modify hotspot settings. It is also useful on devices like Samsung Tabs (WiFi-only) where hotspot settings are hidden from Settings app and SystemUI.</p>",dev.shadoe.delta,,2025-05-03T00:00:00+00:00,True,high,medium,new,weak,https://github.com/supershadoe/delta,,unknown,,0,0,False,,,,,,"Delta Advanced hotspot settings for Pixel-like devices <p>This app allows accessing advanced hotspot settings not exposed through the system settings app on devices that use Stock Android (Pixel, Moto, etc.) It provides various information and features such as:<br></p><ul><li>Usual info provided by "
delta,https://github.com/supershadoe/delta,github_code,Advanced hotspot settings for Pixel-like devices,,,2026-04-26T23:51:41+00:00,True,high,high,new,strong,https://github.com/supershadoe/delta/releases/tag/2025.08%2B0,2025.08+0,installable,,0,0,False,app-release.apk,,,,,"""ShizukuBinderWrapper"" language:Kotlin :: data/src/main/kotlin/dev/shadoe/delta/data/modules/SystemServicesModule.kt"
Dhizuku,https://github.com/iamr0s/Dhizuku,fdroid,"<p>This app can delegate functions from the device owner. That is, this app acts as an intermediary to call functions from the device owner.</p><p>Normally, this authority can only be delegated to one app, but Dhizuku allows you to delegate the full authority of the device owner to other apps.</p><p>It's easy to set up (ex: Shizuku, QR code). For more information, please see the <a href=""https://github.com/iamr0s/Dhizuku/discussions/19"" target=""_blank"" rel=""noindex nofollow noopener"">tutorial</a>.</p><p>Usage example, it is ideal when you need to support two or more device owner permissions at the same time.</p><p>Specifically, in Japan, you need to support both Aurora Store and Test DPC on a device with some limited functionality.</p><p>Even if the app developer does not support Dhizuku, you can force support for Dhizuku by using the Dhizuku-API-Xposed module.</p>",com.rosan.dhizuku,,2025-06-13T00:00:00+00:00,True,high,medium,new,weak,https://github.com/iamr0s/Dhizuku,,unknown,,0,0,False,,,,,,"Dhizuku A tool that can share Device Owner permissions to other applications. This app can delegate functions from the device owner.
That is, this app acts as an intermediary to call functions from the device owner.

Normally, this authority can only be delegated to one app, but Dhizuku allows you t"
Dhizuku,https://github.com/iamr0s/Dhizuku,github_code,A tool that can share DeviceOwner permissions to other application.,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuBinderWrapper"" language:Kotlin :: app/src/main/java/com/rosan/dhizuku/ui/page/settings/activate/ActivateViewModel.kt"
Display Toggle,https://github.com/UlyssesZh/DisplayToggle,fdroid,"Use Shizuku to toggle the physical/internal/built-in display on and off without locking the screen or stopping foreground running apps. There are app shortcuts and quick settings tiles to use to toggle the display, too.",io.github.ulysseszh.displaytoggle,,2025-09-16T00:00:00+00:00,True,high,medium,new,weak,https://github.com/UlyssesZh/DisplayToggle,,unknown,,0,0,False,,,,,,"Display Toggle Toggle the physical display on and off without locking the screen Use Shizuku to toggle the physical/internal/built-in display on and off without locking the screen or stopping foreground running apps.

There are app shortcuts and quick settings tiles to use to toggle the display, too"
Droid-ify,https://droidify.app,fdroid,"<p>Features:</p><ul><li>Browse and install apps from F-Droid repositories</li><li>Automatic app updates in the background</li><li>Multiple installation methods (Session, Root, Shizuku)</li><li>Add custom repositories with one tap</li><li>Works completely offline after initial sync</li></ul><p>Available in 63 languages including English, German, French, Spanish, and Chinese.</p><p>Copylefted libre software, licensed GPLv3+.</p>",com.looker.droidify,,2026-01-21T00:00:00+00:00,True,high,medium,new,weak,https://droidify.eu.org/,,unknown,,0,0,False,,,,,,"Droid-ify Clutterfree F-Droid client Features:

• Browse and install apps from F-Droid repositories
• Automatic app updates in the background 
• Multiple installation methods (Session, Root, Shizuku)
• Add custom repositories with one tap
• Works completely offline after initial sync

Available in 6"
DroidOS Launcher,https://github.com/Katsuyamaki/DroidOS,fdroid,"DroidOS Launcher is an app launcher and multi-window controller for Android devices, including cover screens and external displays. It is designed to work with Shizuku to provide advanced launch and window management actions without requiring root.",com.katsuyamaki.DroidOSFOSSLauncher,,2026-04-09T00:00:00+00:00,True,high,medium,new,weak,https://katsuyamaki.github.io/,,unknown,,0,0,False,,,,,,"DroidOS Launcher Cover-screen launcher and window manager for DroidOS. DroidOS Launcher is an app launcher and multi-window controller for Android devices, including cover screens and external displays.

It is designed to work with Shizuku to provide advanced launch and window management actions wit"
DroidOS Trackpad,https://github.com/Katsuyamaki/DroidOS,fdroid,DroidOS Keyboard Trackpad turns the phone into a pointer and keyboard input surface for external or virtual displays. It is designed to work with Shizuku for advanced input routing and control.,com.katsuyamaki.DroidOSFOSSKeyboardTrackpad,,2026-04-09T00:00:00+00:00,True,high,medium,new,weak,https://katsuyamaki.github.io/,,unknown,,0,0,False,,,,,,"DroidOS Trackpad Phone-as-trackpad and keyboard overlay for DroidOS. DroidOS Keyboard Trackpad turns the phone into a pointer and keyboard input surface for external or virtual displays.

It is designed to work with Shizuku for advanced input routing and control. https://katsuyamaki.github.io/"
DSU-Sideloader,https://github.com/VegaBobo/DSU-Sideloader,github_code,A simple app made to help users easily install GSIs via DSU's Android feature.,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" language:Kotlin :: app/src/main/java/vegabobo/dsusideloader/MainActivity.kt"
easyManager,https://github.com/MrsEWE44/easyManager,github_code,easyManager,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuBinderWrapper"" language:Java :: app/src/main/java/com/easymanager/core/server/easyManagerPortService.java"
essentials,https://github.com/sameerasw/essentials,github_code,Essential tools and mods for Android nerds,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""moe.shizuku"" language:Kotlin :: app/src/main/java/com/sameerasw/essentials/utils/ShizukuUtils.kt"
Extinguish,https://github.com/Moderpach/Extinguish,fdroid,"<p><i>Extinguish</i> turns your screen off but keeps your device awake (not going to the lock screen), which let other apps run on screen off.</p><p><i>Extinguish</i> can achieve the following behaviors: turn off the screen and hang up, temporarily turn off the screen when listening to others while getting note, listen to videos with your screen off, etc. In daily usage, the screen consumes about 10% to 20% of your device’s power consumption. And on OLED screen, the screen is lit for a long time or displaying one screen for a long time may lead to screen burn. But with <i>Extinguish</i> you can avoid all of these.</p><p>The app uses the Shizuku API.</p>",own.moderpach.extinguish,,2024-09-23T00:00:00+00:00,True,high,medium,new,weak,https://github.com/Moderpach/Extinguish,,unknown,,0,0,False,,,,,,"Extinguish Extinguish turn your screen off but keep your device wake. <p><i>Extinguish</i> turns your screen off but keeps your device awake (not going to the lock screen), which let other apps run on screen off.</p><p><i>Extinguish</i> can achieve the following behaviors: turn off the screen and ha"
FireWall Blocks,https://github.com/shynoiddev/FireWall-Blocks,fdroid,"FireWall Blocks is a simple, open-source Android firewall that blocks app internet access using either Shizuku or a local VPN, with no root requirement.<br><br>Features:<br>* Dual Mode: Choose between the efficient Shizuku mode (recommended) or the no-setup-required VPN mode. You can even use them at the same time!<br>* Per-App Rules: Control Wi-Fi and Mobile Data access for each app individually.<br>* Import/Export: Save and load your firewall rules as a simple .json file.<br>* Sorting: Sort lists based on user and system apps.<br>* Efficient: The app doesn't need to be constantly running in the background.<br>* Elegant Reapplying: Hassle-free user experience on startup.<br><br>How to Use:<br>1. Enable the Firewall: Press the ""Enable"" button on the main screen.<br>2. Choose Mode: Toggle between ""Shizuku"" (requires setup) or ""VPN"" (works instantly).<br>3. Block Apps: Tap the Wi-Fi or Data icons next to any app to block its access.<br><br>Note: After rebooting your phone, for Shizuku mode, you must first start Shizuku, then re-open the app to re-apply the rules.<br>",com.shayan.firewall,,2025-12-16T00:00:00+00:00,True,high,medium,new,weak,https://github.com/shynoiddev/FireWall-Blocks,,unknown,,0,0,False,,,,,,"FireWall Blocks Simple, open-source firewall blocking internet access via Shizuku or VPN. FireWall Blocks is a simple, open-source Android firewall that blocks app internet access using either Shizuku or a local VPN, with no root requirement.<br><br>Features:<br>* Dual Mode: Choose between the effic"
flicky,https://github.com/mlm-games/flicky,github_code,Yet Another FDroid Client (wide screen / TV friendly),,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" language:Kotlin :: app/src/main/java/app/flicky/install/Installer.kt"
Fold Switcher,https://github.com/eiyooooo/Fold_Switcher,fdroid,"This application can switch between various folding states on foldable devices, such as closed mode, half-open mode, tent mode, and fully open mode. Some devices support dual-screen display. Most devices can switch modes in user mode (out-of-the-box), while a few devices require Shizuku mode for switching. Getting Started Guide: 1. Install the app 2. If prompted for Shizuku permissions, please download Shizuku and follow the Shizuku manual for configuration instructions. 3. Click on the fold state to switch. If you are unable to switch fold state normally, please try switching to a different execute mode. Quick Switch Settings: 1. Long press on the fold state to set it as Quick Switch. 2. For Android 13 and above, a request will appear. For other Android versions, you need manually pull down the status bar and edit the switch. You can also control the fold state from automation apps like Tasker, MacroDroid, or through ADB commands. See GitHub repository for detailed instructions.",com.eiyooooo.foldswitcher,,2025-04-17T00:00:00+00:00,True,high,medium,new,weak,https://github.com/eiyooooo/Fold_Switcher,,unknown,,0,0,False,,,,,,"Fold Switcher Switch between various folding states on foldable devices This application can switch between various folding states on foldable devices, such as closed mode, half-open mode, tent mode, and fully open mode. Some devices support dual-screen display.

Most devices can switch modes in use"
Fold_Switcher,https://github.com/eiyooooo/Fold_Switcher,github_code,折叠屏切换器 | Switch between various folding states on foldable devices,,,2026-04-29T12:12:59+00:00,True,high,high,new,strong,https://github.com/eiyooooo/Fold_Switcher/releases/tag/V1.2.2,V1.2.2,installable,,0,0,False,Fold_Switcher_V1.2.2.apk,,,,,"""rikka.shizuku"" language:Kotlin :: app/src/main/java/com/eiyooooo/foldswitcher/ReceiverActivity.kt"
FontProvider,https://github.com/RikkaApps/FontProvider,github_meta,Provide NotoCJK (and other) fonts to other app.,,,2026-04-06T02:39:09+00:00,True,medium,high,new,medium,https://github.com/RikkaApps/FontProvider/releases/tag/v1.6.0,v1.6.0,installable,,0,0,False,app-release.apk,,,,,"""moe.shizuku"" in:readme :: RikkaApps/FontProvider"
Fonts,https://codeberg.org/dryerlint/fontsmanager,fdroid,"<p>Install fonts on Samsung devices running One UI 8 without root</p><p>This is a rootless font installer for Samsung devices running One UI 8. One UI 7, prior versions, and other devices are not supported.</p><p>Supports shizuku as an installation method</p>",com.je.fontsmanager.samsung,,2025-11-22T00:00:00+00:00,True,high,medium,new,weak,https://codeberg.org/dryerlint/fontsmanager,,unknown,,0,0,False,,,,,,"Fonts One UI 8 rootless font installer <p>Install fonts on Samsung devices running One UI 8 without root</p><p>This is a rootless font installer for Samsung devices running One UI 8. One UI 7, prior versions, and other devices are not supported.</p><p>Supports shizuku as an installation method</p> h"
FrameX-Android,https://github.com/MaheshSharan/FrameX-Android,github_meta,Android FPS meter and performance overlay powered by Shizuku.,,,2026-04-29T14:33:40+00:00,True,medium,high,new,medium,https://github.com/MaheshSharan/FrameX-Android/releases/tag/v1.1.0,v1.1.0,installable,,0,0,False,app-release.apk,,,,,"""powered by shizuku"" in:readme :: MaheshSharan/FrameX-Android"
FreezeYou,https://github.com/FreezeYou/FreezeYou,github_code,支持 ROOT、免 ROOT 与系统应用模式,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""ShizukuProvider"" language:Kotlin :: app/src/main/java/cf/playhi/freezeyou/utils/FUFUtils.kt"
FxxkMIUIAd,https://github.com/qhy040404/FxxkMIUIAd,github_code,Turn off MIUI/HyperOS ads with minimal cost,,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""rikka.shizuku"" language:Kotlin :: app/src/main/java/com/qhy040404/fxxkmiuiad/utils/ShizukuUtils.kt"
GAMA,https://github.com/palincat/gama,fdroid,"GAMA (Graphics API Manager for Android) gives you control over your device's GPU rendering API without requiring root access. Whether you are looking to optimize performance or extend your hardware's lifespan, GAMA makes it simple to switch between Vulkan and OpenGL. Key Features: • ❄️ Lower Temperatures: Reduce heat by optimizing GPU overhead. • 🔋 Improved Battery Life: Enhance efficiency through smart rendering choices. • 🔓 Zero Risk: 100% Knox-safe and no root required—uses Shizuku for secure command execution. • 🛠️ User-Friendly: A beautiful UI designed to replace complex terminal commands. • 🤖 Automation: Supports Tasker for automated API switching. Whilst optimised for the Samsung Galaxy S23 lineup, GAMA is compatible with any modern Android device.",com.popovicialinc.gama,,2026-03-31T00:00:00+00:00,True,high,medium,new,weak,https://github.com/palincat/gama,,unknown,,0,0,False,,,,,,"GAMA A specialized utility to manage and switch GPU rendering APIs via Shizuku GAMA (Graphics API Manager for Android) gives you control over your device's GPU rendering API without requiring root access. Whether you are looking to optimize performance or extend your hardware's lifespan, GAMA makes "
gama,https://github.com/palincat/gama,github_code,Graphics API Manager for Android (GAMA),,,,False,high,low,new,strong,,,unknown,,0,0,False,,,,,,"""moe.shizuku"" language:Java :: app/src/main/java/rikka/shizuku/ShizukuRemoteProcess.java"
Geto,https://github.com/JackEblan/Geto,fdroid,"The only reason I created this app is to turn off that damn Developer Options when using a banking app. The only annoying thing about it is you have to go to the Settings app. When you turn off that switch button, your Developer Options configurations will be reset to default. The good thing is that when you modify your settings through its Shared Preferences, you won't lose all your settings once the Developer Options are modified. With Shizuku, you can grant this app with <i>android.permission.WRITE_SECURE_SETTINGS</i> in order for it to modify your Settings values.",com.android.geto,,2023-12-01T00:00:00+00:00,True,high,medium,new,weak,https://github.com/JackEblan/Geto,,unknown,,0,0,False,,,,,,"Geto Apply device settings to your apps. The only reason I created this app is to turn off that damn Developer Options when using a banking app. The only annoying thing about it is you have to go to the Settings app. When you turn off that switch button, your Developer Options configurations will be"
